lp,src,mt,ref,score,raw,annotators,domain,year,l1,l2
en-cs,"Their main investment was a low-cost index mutual fund, and the Clintons reported dividend and interest income of $109,000.","Jejich hlavní investicí byl low-cost index podílového fondu, a Clintons hlášeny dividendy a úrokové výnosy ve výši $109 000.","Jejich hlavní investicí byl nízkonákladový vzájemný indexový fond, z které Clintonovi uvedli příjem na dividendách a úrocích ve výši 109 000 dolarů.",-0.272554357420802,42.5,8,news,2017,en,cs
en-cs,Iran releases British oil tanker Stena Impero,Írán uvolňuje britský ropný tanker Stena Impero,Írán propustil britský ropný tanker Stena Impero,0.624458380176048,99.5,4,news,2020,en,cs
en-cs,Shoppers didn't know where to look when a woman stripped off to try on knickers on the shop floor in the middle of a Primark.,"Shoppers nevěděli, kde se má dívat, když se žena zbavuje snahy o kalhotky na podlaze v centru.","Když se žena vysvlékla, aby si na prodejní ploše uprostřed Primark vyzkoušela kalhotky, nebyli si nakupující jistí, kterým směrem se dívat.",-1.15834384310213,16.8,10,news,2017,en,cs
en-cs,"At this stage of the news report, I would probably be looking gravely concerned while flicking through a stack of bossa nova compilations.","V této fázi zprávy bych se pravděpodobně díval vážně, zatímco se propletl hromadou kompilací bossy NNNNKS.",V tomhle bodě reportáže byl nejspíš vypadal vážně znepokojený při procházení hromádky compilací bossa nova.,-0.881254048623936,16.0,4,news,2017,en,cs
en-cs,"A Pittsburgh native whose real name was Malcolm James Myers McCormick, Miller's lyrics included frank discussion of his depression and drug use, earning him fans among some of the biggest names in hip-hop.","Pittsburgh rodák, jehož skutečné jméno bylo Malcolm James Myers McCormick, Miller texty zahrnuty upřímná diskuse o jeho depresi a užívání drog, vydělávat ho fanoušky mezi některými z největších jmen v kyčle-hop.","Rodák z Pittsburghu, jehož skutečné jméno bylo Malcolm James Myers McCormick, zahrnoval témata jako deprese a užívání drog do textů svých písní a získal si mezi fanoušky jedno z nejznámějších jmen v oblasti hip-hopu.",-1.4889792952419,47.75,4,news,2020,en,cs
en-cs,"Customers who once sold their vinyl to buy CDs are now selling their CDs to buy their records back,"" he says.","Zákazníci, kteří kdysi prodali vinylu, koupili CD, aby si koupili CD, aby si koupili záznamy zpátky,“ říká.","Zákazníci, kteří jednou prodali své gramofonové desky a nakupovali CDčka, nyní prodávají svá CD, aby své gramofonové desky nakoupili zpět,“ říká.",-0.605633235344429,32.375,16,news,2017,en,cs
en-cs,"As Chairman of Midway Broadcasting Corporation, she joined an elite list of America's female broadcast owners after purchasing the company's controlling interest in 1999. Midway Broadcasting Corporation is a best-in-class female and family-owned media boutique whose properties include radio and interactive platforms.","Jako předsedkyně Midway Broadcasting Corporation se připojila k elitnímu seznamu amerických vlastníků ženského vysílání poté, co v roce 1999 koupila kontrolní podíl společnosti. Midway Broadcasting Corporation je nejlepší ženský a rodinný mediální butik, jehož vlastnosti zahrnují rozhlasové a interaktivní platformy.","Jako předsedkyně Midway Broadcasting Corporation se po koupi hlavního podílu ve společnosti v roce 1999 připojila k elitnímu seznamu amerických majitelek vysílacích stanic. Midway Broadcasting Corporation je nejlepší mediální podnik ve své kategorii, který v sobě zahrnuje rozhlasové a interaktivní platformy.",0.0872492501639656,82.5,6,news,2020,en,cs
en-cs,"So what does the future have in store for Thunberg? Well that depends how you look at Cullis-Suzuki's example. On one hand, none of her worst fears came to pass. On the other, world governments still have ecological problems to contend with, and are still being lectured by children about them.","Co tedy čeká Thunberga v budoucnosti? No, to záleží na tom, jak se díváte na příklad Cullis-Suzuki. Na jedné straně se nenaplnila žádná z jejích nejhorších obav. Na druhé straně se světové vlády musí stále potýkat s ekologickými problémy a děti je o nich stále poučují.","Co tedy pro Thunbergovou chystá budoucnost? To záleží na tom, jak se podíváme na příklad Cullis-Suzukiové. Na jedné straně se nevyplnila žádná z jejích největších obav. Na druhou stranu mají světové vlády trvalé ekologické problémy, se kterými se musejí potýkat, a děti o nich stále přednášejí.",0.593121747102744,90.5,4,news,2020,en,cs
en-cs,"The star, which was about the same size as our sun, was seen from 375 million light years away warping and spiralling into the gravitational pull of a supermassive black hole, researchers said in the Astrophysical Journal.","Hvězda, která byla přibližně stejně velká jako naše Slunce, byla viděna ze vzdálenosti 375 milionů světelných let, jak se kroutí a krouží do gravitačního pole supermasivní černé díry, uvedli vědci v Astrophysical Journal.","Hvězda podobná našemu Slunci, která byla vidět ze vzdálenosti 375 milionů světelných let, se zdeformovala a prudce klesla do gravitačního tahu ohromné černé díry, uvedli vědci v časopise Astrophysical Journal.",1.14653786160215,78.75,4,news,2020,en,cs
en-cs,"Friday's vote was different because it followed the recent release by the administration of a list of 127 military construction projects totaling $3.6 billion that will be canceled to pay for the border wall, including numerous projects in GOP districts and states.","Páteční hlasování bylo jiné, protože následovalo nedávné vydání seznamu 127 vojenských stavebních projektů v celkové výši 3.6 miliard dolarů, které budou zrušeny na zaplacení hraniční zdi, včetně mnoha projektů v okresech a státech GOP.","Páteční hlasování bylo odlišné, protože proběhlo po nedávno zveřejněném seznamu 127 vojenských stavebních projektů v celkové hodnotě 3,6 miliardy dolarů, které budou zrušeny, aby se zaplatila hraniční zeď, včetně četných projektů v okresech a státech GOP.",0.569881971122758,95.25,4,news,2020,en,cs
en-cs,He was found guilty beyond reasonable doubt - to a criminal standard of proof - on a series of grounds.,Byl shledán vinným mimo rozumnou pochybnost - na základě trestního měřítka - na řadě důvodů.,Z řady důvodů byl shledán vinným nad rámec důvodných pochybností - v síle důkazu trestného činu.,0.0385101399964147,49.8,5,news,2017,en,cs
en-cs,"It has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.","Má to 10 000 tun oceli a 20,000 tisíc tun betonu a 46 stay-cables.",Je v ní 10 000 tun železa a 20 000 tun betonu a 46 závěsných lan.,-0.338695429267978,39.75,12,news,2017,en,cs
en-cs,The result is mean climate temperatures that are actually a few degrees cooler than Earth's today.,"Výsledkem jsou průměrné klimatické teploty, které jsou ve skutečnosti o několik stupňů chladnější než dnešní Země.","Výsledkem je podnebí s průměrnými teplotami, které jsou ve skutečnosti o něco nižší, než v současné době na Zemi.",0.881136278719202,79.125,16,news,2017,en,cs
en-cs,Cullis-Suzuki herself went on to found an environmental think tank and work for UN Secretary General Kofi Annan's Special Advisory Panel in the early 2000s.,Sama Cullis-Suzukiová založila na počátku 21. století ekologický think tank a pracovala pro zvláštní poradní skupinu generálního tajemníka OSN Kofiho Annana.,Sama Cullis-Suzukiová ve svém úsilí pokračovala na začátku 20. století založením ekologické instituce a prací pro zvláštní poradní sbor generálního tajemníka OSN Kofi Annana.,0.411144817330196,77.0,6,news,2020,en,cs
en-cs,We are also going to treat and preserve the surface.,Jsme také bude léčit a zachovat povrch.,Čeká je taktéž ošetření a konzervace povrchu.,-0.885145502282553,23.4285714285714,7,news,2017,en,cs
en-cs,"This refers to Joe Biden, while vice president, urging Ukraine to fire its top prosecutor Viktor Shokin who was investigating the natural gas firm Burisma Holdings - where his son, Hunter Biden, was on the board. Biden allies maintain that corruption concerns prompted his intervention.","To se týká Joea Bidena, viceprezidenta, který naléhal na Ukrajinu, aby propustila svého nejvyššího žalobce Viktora Shokina, který vyšetřoval plynárenskou firmu Burisma Holdings – kde byl v radě jeho syn Hunter Biden. Bidenovi spojenci tvrdí, že jeho zásah podnítily korupční aféry.","To poukazuje na fakt, že Joe Biden, tehdy ve funkci viceprezidenta, naléhal na Ukrajinu, aby propustila nejvyššího prokurátora Viktora Shokina, který vyšetřoval plynárenskou firmu Burisma Holdings – ve které působil jako člen představenstva jeho syn Hunter Biden. Bidenovi spojenci tvrdí, že jeho zásah vyvolaly obavy z korupce.",0.521677949217591,96.75,4,news,2020,en,cs
en-cs,"We must bring more affordable and accessible gymnastics training to the communities of countless young girls who are inspired by Simone, Gabby and Laurie.","Musíme přinést více dostupnou a přístupnou gymnastiku, která se učí na komunitám nespočet mladých dívek, které inspirovali Simone, Gabby a Laurie.","Je naší povinností přinést tréninky gymnastiky, které jsou více dostupné a přístupné komunitách bezpočtu mladých dívek, které Simone, Gabby a Laurie inspirovaly.",0.208793253626433,56.0,5,news,2017,en,cs
en-cs,"Secretary of State Mike Pompeo, speaking on the sidelines of the U.N. General Assembly on Thursday, said the United States has concluded the Syrian government used chemical weapons in an attack earlier this year.","Ministr zahraničí Mike Pompeo, který ve čtvrtek hovoří na postranní čáře Valného shromáždění OSN, řekl, že Spojené státy uzavřely, že syrská vláda používala chemické zbraně při útoku začátkem letošního roku.","Ministr zahraničí Mike Pompeo ve čtvrtek na Valném shromáždění OSN prohlásil, že Spojené státy dospěly k závěru, že syrská vláda použila chemické zbraně při útoku na začátku tohoto roku.",-0.55820970483956,59.3333333333333,6,news,2020,en,cs
en-cs,The monsoon was also late to arrive. Many areas suffered water shortages and farmers braced themselves for a possible drought.,Monzun také dorazil pozdě. Mnoho oblastí trpělo nedostatkem vody a zemědělci se připravili na možné sucho.,Monzun také přišel později než obvykle. Mnoho oblastí trpělo nedostatkem vody a zemědělci se připravovali na možné sucho.,0.781297775819175,89.8333333333333,6,news,2020,en,cs
en-cs,They had to master the tactical preparation at a lighting speed.,Museli zvládnout taktickou přípravu při osvětlení rychlosti.,Musely bleskově zvládnout taktickou přípravu.,-0.494602402228274,35.4666666666667,15,news,2017,en,cs
en-cs,A front-row seat to the stunning architecture of the Los Angeles Central Library,Přední řada na ústředí v ústředním architektuře Los Angeles Central Library,Sedadlo do první řady ke skvostné architektuře Centrální knihovny v Los Angeles,-0.595621044429298,31.2,15,news,2017,en,cs
en-cs,The Senate passed the measure last week with about a dozen veteran Republican lawmakers rebuking Trump.,"Senát přijal opatření minulý týden s asi tuctem veteránů republikánských zákonodárců, kteří pokárali Trumpa.","Senát schválil opatření minulý týden za účasti asi tuctu ostřílených republikánů, kteří Trumpa kritizují.",0.136171117827928,83.25,4,news,2020,en,cs
en-cs,"In an essay for Medium and in a telephone interview, she said she believed that the race-related controversies reflected a lack of diversity in hiring practices at Snapchat.","V eseji pro média a v telefonickém rozhovoru řekla, že věří, že rasové spory odrážejí nedostatečnou rozmanitost při najímání praktiků na Snapchat.","V článku pro Medium a v rozhovoru po telefonu uvedla, že je přesvědčena, že rasově motivované problémy odrážejí nedostatek diverzity při náborech pracovníků v Snapchatu.",-0.131428919923536,48.5,4,news,2017,en,cs
en-cs,"This week, the German police also took action against radical clerics,","Tento týden také německá policie podnikla kroky proti radikálním klerikům,",Tento týden zasáhla proti džihádistickým duchovním také německá policie.,0.462522438406411,65.6666666666667,15,news,2017,en,cs
en-cs,"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height.","Měl spor s commissaires včera před začátkem kvalifikace, kdy úředníci ho změřit jeho výšku.","Včera před kvalifikačním závodem debatoval s komisaři, když jej rozhodčí vyzvali ke změření výšky.",-0.844286463277999,25.1666666666667,12,news,2017,en,cs
en-cs,Engineers have joined the Queensferry Crossing's north deck and viaduct - meaning the bridge is now connected to Fife.,"Inženýři se připojili k severní palubě a viaduktu Queensferry Crossing - což znamená, že most je nyní připojen k Fife.",Inženýři propojili severní plošinu a Queensferry Crossing a viadukt - most tedy nyní spojuje s Fife.,0.238468042460051,57.4,5,news,2017,en,cs
en-cs,Khloe Kardashian's cheating ex Tristan Thompson leaves ANOTHER desperate comment on her Instagram pic after rumours he wants her back,"Khloe Kardashian podvádění ex Tristan Thompson opustí ANOTHER zoufalý komentář na její Instagram fotky poté, co zvěsti, že ji chce zpět","Bývalý partner Khloé Kardashianové Tristan Thompson, který ji podváděl, zanechal DALŠÍ zoufalý komentář na jejím Instagramu po zvěstech, že se k ní chce vrátit",-1.03911875921459,55.5,4,news,2020,en,cs
en-cs,"Being stuck on a long-haul flight within earshot of a crying baby could be a thing of the past for passengers on Japan Airlines (JAL), after the carrier unveiled an online booking tool that indicates where toddlers will be seated.","Trčet na long-haul letu na doslech, plačící dítě může být věcí minulosti pro cestující společnosti Japan Airlines (JAL), poté, co dopravce představila on-line rezervační nástroj, který označuje místo, kde batolata budou sedět.","Být na dlouhé cestě letadlem a mít na doslech plačící dítě by se mohlo stát minulostí pro cestující aerolinek Japan Airlines (JAL), dopravce totiž představil nový online rezervační nástroj, ve kterém se zobrazuje, kde budou malé děti sedět.",-0.161673224824474,61.25,4,news,2020,en,cs
en-cs,"The US may be the world's wealthiest nation, but it is also one where the super-rich thrive no matter what while the desperately poor often rely on GoFundMe to pay their medical bills. The economic inequality affects both wealth and incomes, with the latter being at an all-time high.","USA jsou sice nejbohatším národem na světě, ale jsou to také ty, kde super-bohatí prosperují bez ohledu na to, co se děje, zatímco zoufale chudí často spoléhají na GoFundMe, že zaplatí své lékařské účty. Ekonomická nerovnost ovlivňuje jak bohatství, tak příjmy, přičemž ty jsou na nejvyšší úrovni.","USA jsou možná nejbohatším národem na světě, ale je to také země, kde se superbohatým lidem vždycky daří, zatímco velmi chudí lidé často spoléhají na GoFundMe, aby zaplatili své účty za lékaře. Hospodářská nerovnost ovlivňuje jak bohatství, tak i příjmy, přičemž oboje je na historicky nejvyšší úrovni.",0.328340627305325,80.0,4,news,2020,en,cs
en-cs,When Alan was just one-week old he weighed around eleven stone.,"Když byl Alanovi jen týden, vážil kolem jedenácti kamenů.","Když byl Alanovi pouhý jeden týden, vážil téměř sedmdesát kilogramů.",0.469799403287292,85.25,4,news,2020,en,cs
en-cs,Biggs also testified that there is no evidence that abortion causes women to have mental health problems. She said a national study comparing women seeking abortions who were just under the cutoff date to obtain them with a group of women who were over the cutoff and were turned away from clinics found no difference in the rates of issues like depression and post-traumatic stress.,"Biggs také vypověděl, že neexistuje žádný důkaz, že potraty způsobují, že ženy mají problémy s duševním zdravím. Uvedla národní studii, která porovnávala ženy, které hledají potraty, které byly těsně pod ukončeným datem, aby je získaly se skupinou žen, které byly překonány a byly odvráceny od kliniky, nenašla žádný rozdíl v míře problémů jako deprese a posttraumatický stres To je fakt dobrý nápad.","Biggsová také vypověděla, že neexistuje důkaz, že potraty způsobují ženám psychické problémy. Řekla, že národní studie srovnávající ženy usilující o potrat, které byly těsně pod mezním datem, a ženy, které byly už nad mezní hodnotou a potrat si rozmyslely, nezjistila žádný rozdíl v míře psychických problémů, jako jsou deprese nebo posttraumatický stres.",-0.931696134238094,36.0,5,news,2020,en,cs
en-cs,"New research reveals that the way viruses were perceived in terms of their architecture will need to be retooled, because they are actually structured in many more patterns than previously understood. The findings could have significant impact on how they are classified, our understanding of how they form, evolve and infect hosts, and strategies to identify ways to design vaccines to target them.","Nový výzkum odhaluje, že způsob, jakým byly viry vnímány z hlediska jejich architektury, bude třeba předělat, protože jsou ve skutečnosti strukturovány v mnoha dalších vzorcích, než bylo dříve chápáno. Zjištění by mohlo mít značný dopad na to, jak jsou klasifikovány, naše chápání toho, jak se tvoří, vyvíjejí a infikovat hostitele, a strategie k identifikaci způsobů, jak navrhnout vakcín zaměřit se na ně.","Nový výzkum ukazuje, že způsob, jakým byly viry vnímány z hlediska své struktury, bude potřeba přehodnotit, protože mají ve skutečnosti mnohem složitější struktury tvořené z více vzorců, než tomu bylo dříve. Tato zjištění by mohla mít významný dopad na jejich klasifikaci, na naše porozumění tomu, jak vznikají, vyvíjejí se a infikují hostitele, a strategie k identifikaci způsobů, jak vyvinout vakcíny, které by se proti nim zaměřovaly.",0.0259807940549027,80.75,4,news,2020,en,cs
en-cs,"A radio host in New Orleans said he received an anti-gay slur, sent to him from the radio station's Twitter account. On Wednesday, WWL host Seth Dunlap, who is openly gay, said he planned to sue the station's parent company after working for years in a homophobic and hostile workplace. In a strange turn of events Thursday, the New Orleans Police Department said the homophobic tweet sent to Dunlap came from none other than Dunlap's phone.","Moderátor v rádiu v New Orleans řekl, že dostal anti-gay nadávku, kterou mu poslali z twitterového účtu rozhlasové stanice. Ve středu moderátor WWL Seth Dunlap, který je otevřeně gay, řekl, že plánuje žalovat mateřskou společnost stanice poté, co léta pracoval na homofobním a nepřátelském pracovišti. Ve čtvrtek policie v New Orleansu uvedla, že homofobní tweet zaslaný Dunlapovi nepochází z nikoho jiného než z Dunlapova telefonu.","Moderátor rozhlasové stanice v New Orleans řekl, že mu přišel urážlivý komentář zaměřený proti homosexuálům, který mu byl zaslán z twitterového účtu rozhlasové stanice WWL. Moderátor Seth Dunlap, který se netají svou homosexuální orientací, ve středu prohlásil, že po letech strávených na homofobním a nepřátelském pracovišti má v úmyslu žalovat mateřskou společnost rozhlasové stanice. V rámci podivného zvratu událostí policejní oddělení v New Orleans ve čtvrtek oznámilo, že homofobní tweet zaslaný Dunlapovi pocházel přímo z jeho telefonu.",0.230766223143797,75.0,6,news,2020,en,cs
en-cs,A gigantic black hole has been captured pulling in and ripping apart a star for the first time.,"Gigantická černá díra byla poprvé zachycena, jak vtahuje a trhá hvězdu.","Poprvé bylo zaznamenáno, jak obrovská černá díra pohltila a rozervala hvězdu.",0.708541120345916,98.3333333333333,6,news,2020,en,cs
en-cs,"Publicly commenting, Tristan wrote: ""The sun is shining bright on a beautiful [diamond emoji].""","Veřejně komentoval, Tristan napsal: „Slunce jasně svítí na krásné [diamantové emoji].“",Tristan fotku veřejně okomentoval: „Slunce svítí jasně na krásu [smajlík v podobě diamantu].“,0.61885570725716,94.0,4,news,2020,en,cs
en-cs,"The oral HIV test kit dubbed, OraQuick HIV self-test, a product of Orasure technologies, targets young people aged 18 to 24 years, men and priority populations such as sex workers.","HIV testovací sada daboval, OraQuick HIV self-test, produkt Orasure technologie, cíle mladých lidí ve věku 18 až 24 let, muži a prioritní populace, jako jsou sexuální pracovníci.","Ústní testovací sada na HIV s názvem OraQuick HIV self-test, která je produktem firmy Orasure technologies, je určena pro mladé lidi ve věku 18 až 24 let, muže a vybrané skupiny obyvatelstva, jako jsou sexuální pracovníci či pracovnice.",-1.27914297154237,15.75,4,news,2020,en,cs
en-cs,French authorities and Normandy residents are clearing up residue from a huge fire at a chemical plant as a foul stench continues to spread over a swath of territory.,"Francouzské úřady a obyvatelé Normandie uklízejí zbytky z obrovského požáru v chemické továrně, protože odporný zápach se nadále šíří po celém území.","Francouzské úřady a obyvatelé Normandie začali odstraňovat zbytky po obrovském požáru v chemické továrně, když se po celém území rozšiřoval nepříjemný zápach.",0.002767493137097,55.8,5,news,2020,en,cs
en-cs,"Yet European diplomats can also see that the political bedlam in the UK lends itself to delay without decisions. Lawmakers in Parliament were able to set aside their differences to tie Johnson's hands and seek an extension, but that's about all they can agree on. This is the same Parliament that rejected the former prime minister Theresa May's hard-fought Brexit deal with the EU three times. Unless there's an election - another decision on which MPs have a final say - that won't change.","Evropští diplomaté však také vidí, že politický blázinec ve Velké Británii se propůjčuje k odkladu bez rozhodnutí. Zákonodárci v parlamentu mohli odložit stranou své spory, aby Johnsonovi svázali ruce a usilovali o prodloužení, ale to je asi tak vše, na čem se mohou shodnout. Je to tentýž parlament, který třikrát odmítl těžce vybojovanou dohodu o brexitu s EU bývalé premiérky Theresy Mayové. Pokud nebudou volby - další rozhodnutí, k němuž budou mít poslanci konečné slovo - nic se nezmění.","Evropští diplomaté také dobře vědí, že pokud nebude v brzké době učiněno rozhodnutí, politický chaos ve Velké Británii by mohl odchod ještě více oddálit. Zákonodárci v parlamentu dokázali překlenout vzájemné rozdíly, aby Johnsonovi svázali ruce a hledali možnosti pro odložení Brexitu, ale to je vše, na čem jsou schopni se dohodnout. Je to pořád ten stejný parlament, který třikrát odmítl dohodu o Brexitu s EU v tvrdém souboji s bývalou premiérkou Theresou Mayovou. Pokud neproběhnou volby – další usnesení, při kterém mají poslanci rozhodující slovo – tak nedojde ke změně.",0.299033828625125,85.5,4,news,2020,en,cs
en-cs,"Sky News has learnt that Steve Southern, chair of the trustees, is holding talks with several parties about a buyout deal that would avoid most of Thomas Cook's 14,000 pension scheme members facing a steep cut to their payments.","Sky News zjistila, že Steve Southern, předseda správní rady, vede rozhovory s několika stranami o dohodě o odkupu, která by zabránila tomu, aby většina ze 14 000 členů penzijního systému Thomase Cooka čelila prudkému snížení svých plateb.","Televize Sky News zjistila, že Steve Southern, předseda penzijních správců, vede rozhovory s několika stranami o dohodě, která by zabránila tomu, aby u většiny ze 14 000 členů důchodového systému CK Thomas Cook došlo k razantnímu snížení jejich důchodů.",0.717154187740567,86.25,4,news,2020,en,cs
en-cs,"Since Sarah was embroiled in one of the Royal Family's biggest ever scandals, her relationship with the rest of the members has been extremely difficult.","Od té doby, co byla Sarah zapletena do jednoho z největších skandálů královské rodiny, byl její vztah se zbytkem členů extrémně obtížný.","Od té doby, co se Sarah zapletla do jednoho z největších skandálů v královské rodině, byly její vztahy s ostatními členy rodiny velmi složité.",0.697288582098779,65.25,4,news,2020,en,cs
en-cs,"The ship became victim to escalating tensions near the Persian Gulf where both the United States and Iran shot down the other's drone and at least two tankers were sabotaged by explosives, which the Trump administration has blamed Iran for.","Loď se stala obětí eskalace napětí v blízkosti Perského zálivu, kde oba Spojené státy a Írán sestřelil druhou dron a alespoň dvě tankery byly sabotovány výbušninami, které Trump administrativa obviňovala Írán.","Loď se stala obětním beránkem stupňujícího se napětí v oblasti Perského zálivu, kde Spojené státy a Írán navzájem sestřelily své drony a nejméně dva tankery byly sabotovány výbušninami, z čehož Trumpova vláda obvinila Írán.",-1.47650218924221,55.25,4,news,2020,en,cs
en-cs,Amari didn't tell her family about the incident until after her grandmother noticed the length of her hair had changed.,"Amari o tom incidentu své rodině neřekla, dokud si její babička nevšimla, že se jí změnila délka vlasů.","Amari neřekla o incidentu svojí rodině, dokud si její babička nevšimla, že má jiné vlasy.",0.78728094808626,90.0,6,news,2020,en,cs
en-cs,"Nov. 9 is Cambodia's independence day, celebrating when it obtained its freedom from France in 1953.","Novinka. 9 je Den nezávislosti Kambodže, který slaví, když v roce 1953. získala svobodu Francie.","9. listopad je v Kambodži dnem nezávislosti, který se slaví již od roku 1953, kdy země získala nezávislost na Francii.",-1.77678553556726,37.0,4,news,2020,en,cs
en-cs,"According to CNN it is ""The Wall Street Journal.""","Podle CNN to je ""The Wall Street Journal"".",Podle CNN je to deník The Wall Street Journal.,1.46728151407087,97.25,4,news,2017,en,cs
en-cs,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","&quot;Buď to neměli žádné zastoupení lidí různých barev na své zaměstnance do bodu, kdy jsou schopni rozhodovat,&quot; Paní Zhu, který je čínského původu, &quot;řekl,&quot; nebo mají někteří lidé tmavé pleti, kteří tam pracují, ale nejsou na místech, kde se cítí bezpečně a pohodlně mluvit nahlas. &quot;","„Je to buď tak, že nemají mezi zaměstnanci žádnou diverzitu a barevné lidi v okamžiku, kdy se o těchhle věcech rozhoduje,“ řekla Zhuová, která má čínsko-americký původ, „nebo tam barevní lidé pracují, ale ne na pozicích, aby se cítili bezpečně nebo příjemně, aby promluvili.“",-0.207941930139681,50.25,4,news,2017,en,cs
en-cs,The 45-year-old Italian is the sixth jockey to reach the landmark in Flat racing.,"45 letý Ital je šestý žokej, aby se dostal k orientaci v závodění.","Pětačtyřicetiletý Ital je šestým žokejem, který takového výsledku dosáhl v rovinových dostizích.",-0.892757320082319,21.5,16,news,2017,en,cs
en-cs,"The British star told the crowd he couldn't go on with the show: ""If I carry on trying to do what I'm doing for you, I'm going to damage myself. I think I should quit while I'm ahead... Last time, I ended up in hospital for a month and I'm not going there again. Sorry.""","Britská hvězda řekla davu, že nemůže pokračovat v show: ""Pokud budu pokračovat ve snaze dělat to, co dělám pro vás, tak se poškodím. Myslím, že bych měl skončit, dokud mám náskok... Minule jsem skončil měsíc v nemocnici a už tam nikdy nepůjdu. Je mi to líto.""","Britská hvězda řekla davu fanoušků, že ve vystoupení nemůže pokračovat: „Pokud budu pokračovat v tom, co pro vás dělám, zničí mě to. ... Naposledy jsem skončil v nemocnici, kde jsem byl celý měsíc, a už tam nejdu. Je mi to líto.",0.0806083061747208,77.0,4,news,2020,en,cs
en-cs,"It is time for us to channel that Olympic spirit and expand Heathrow, securing our trading future and creating a legacy of skills and employment that Britain can be proud of.","Je na čase, abychom se naučili vymývat olympijského ducha, expandovat na Heathrow, zabezpečovat naši obchodní budoucnost a vytvářet odkaz dovedností a zaměstnanosti, na které může být Británie hrdá.","Je čas, abychom dál šířili ducha olympijských her a rozšířili Heathrow, zajistili si obchodování do budoucna a zanechali dědictví dovedností a zaměstnanosti, na které může být Británie hrdá.",-0.124741734803323,45.9166666666667,12,news,2017,en,cs
en-cs,"Included in the five praised students were Nicholas Gallagher and James Osbourne (both Life Sciences), Ferenc Kohsuke Ishikawa Gutai (Medicine), Caitlyn Scott (Anatomical Sciences) and Waco Yokoyama (Philosophy).","Mezi pět oceněných studentů byli zahrnuti Nicholas Gallagher a James Osbourne (oba vědy o životě), Ferenc Kohsuke Ishikawa Gutai (medicína), Caitlyn Scott (anatomické vědy) a Waco Yokoyama (filozofie).","Mezi pěti oceněnými studenty byli Nicholas Gallagher a James Osbourne (studenti humanitních oborů), Ferenc Kohsuke Ishikawa Gutai (medicína), Caitlyn Scottová (anatomie) a Waco Yokoyama (filozofie).",0.13670546275761,63.5,6,news,2020,en,cs
en-cs,"Scott Sheldrick, who graduated in Molecular Genetics, won the Europe award for Life Sciences, Chester Cornford studied MSc Mental Health Nursing and was awarded the Nursing, Midwifery & Allied Healthcare prize, whilst Lola Knibb won the Visual Arts award.","Scott Sheldrick, který absolvoval obor Molekulární genetika, získal evropskou cenu za vědy o životě, Chester Cornford studoval obor MSc Mental Health Nursing a byl oceněn cenou Nursing, Midwifery & Allied Healthcare, zatímco Lola Knibb získala cenu Visual Arts.","Scott Sheldrick, který vystudoval molekulární genetiku, získal cenu za humanitní vědy, Chester Cornford vystudoval obor péče o duševní zdraví s titulem MSc a získal cenu za ošetřovatelství, porodní asistenci a související obory, a nakonec Lola Knibbová získala cenu za vizuální umění.",-0.343384136862334,51.0,6,news,2020,en,cs
en-cs,"One of them would be a special charge on halal food, i.e. mainly meat from animals slaughtered according to Islamic principles.","Jeden z nich by byl zvláštní poplatek na halal jídlo, tedy hlavně maso ze zvířat poražených podle islámských zásad.","Jedním z nich je zvláštní poplatek na halal potraviny, tedy především na maso pocházející z porážek podle islámských zásad.",1.31608646364122,89.3571428571429,14,news,2017,en,cs
en-cs,"""Opening Saudi Arabia to international tourists is a historic moment for our country,"" tourism chief Ahmed al-Khateeb said in a statement.","„Otevření Saúdské Arábie mezinárodním turistům je pro naši zemi historickým okamžikem,“ uvedl v prohlášení šéf cestovního ruchu Ahmed al-Khateeb.","„Otevření Saúdské Arábie zahraničním turistům je pro naši zemi historickým okamžikem,“ uvedl ve svém prohlášení ministr turistického ruchu Ahmed al-Khateeb.",0.915999298419689,94.1666666666667,6,news,2020,en,cs
en-cs,The second set was great and the third was decided by serves.,Druhá sada byla skvělá a o třetí se rozhodovala podle servítků.,Druhý set byl super a ve třetím rozhodoval servis.,-0.576888994127684,31.875,8,news,2017,en,cs
en-cs,"During a conversation with the female tech founders Meghan, who has campaigned vigorously for the empowerment of young women and girls, said she hopes to do the same for young men.","Během konverzace se zakladatelkou techniky Meghan, která razantně bojovala o posílení mladých žen a dívek, řekla, že doufá, že totéž udělá i pro mladé muže.","Vévodkyně Meghan, která intenzivně bojuje za posílení postavení mladých žen a dívek, během rozhovoru se zakladatelkami řekla, že doufá, že to samé bude moci udělat i pro mladé muže.",0.849199824701271,87.75,4,news,2020,en,cs
en-cs,"Some people who come to France as tourists, for example, may not be so aware of it.","Někteří lidé, kteří se přidají do Francie jako turisté, možná si toho nevšimnou.","Některým lidem to tak možná nepřijde, když přijedou do Francie, protože to jako turisté tolik nevnímají.",0.202251705125925,58.0625,16,news,2017,en,cs
